Event Name,Event Description,Event Image,Event Date,Event Time,Event End Date,Event End Time,Place,Street,City,State,Pincode,Event URL
"Customer Service Essentials 1-Day Workshop |Surprise, AZ","Get ready to level up your customer service skills in this interactive workshop where you'll learn essential tips and tricks for success. Delivering excellent customer service is no longer optional — it’s essential for business success. This interactive and practical training course is designed for Through engaging discussions, real-life case studies, and role-play exercises, you will master proven techniques for handling customer complaints, managing difficult situations, and building rapport with customers in person, on the phone, and online. By the end of this program, you will walk away with the confidence, communication skills, and mindset to deliver ✅ Understand the importance of customer service excellence in business success ⭐ Strengthen your customer relationships and retention 🎓 All participants will receive a Want this course delivered at your workplace or for your team? We offer customized onsite and virtual sessions for companies.📩 Email us at",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1170471956%2F2758570858651%2F1%2Foriginal.20251108-095132?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.497&fp-y=0.518&s=47f2c49f54a1bde1df2f08c417f9d43c,Multiple dates,,,,For venue details reach us at info@learnerring.com,PH: +1 505 369 2908,Surprise,AZ,85374,https://www.eventbrite.com/e/customer-service-essentials-1-day-workshop-surprise-az-tickets-1967505899108
"Change Management – Change Matters 1 Day Workshop | Scottsdale, AZ","Join us for a dynamic workshop diving deep into the world of Change Management – it's time to embrace the power of change! Change is inevitable — whether it’s a new business direction, leadership shift, or a personal life transition, everyone experiences change in some form. Managing change effectively is not just about systems and structures; it’s about understanding human emotions and adapting with resilience. Through a blend of reflection, interactive exercises, and real-life case studies, participants will gain a By the end of the session, you’ll have the This course is ideal for: By the end of this program, participants will be able to: 💡 Build confidence to handle uncertainty and change 🎓 All participants will receive a Want this course delivered at your workplace or for your team? We offer customized onsite and virtual sessions for companies.📩 Email us at",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1161335283%2F2510240842121%2F1%2Foriginal.20251024-033324?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.429&fp-y=0.452&s=424438a9c2fcffa30371951d195ff64d,Multiple dates,,,,For venue details reach us at info@learnerring.com,PH: +1 505 369 2908,Scottsdale,AZ,85260,https://www.eventbrite.com/e/change-management-change-matters-1-day-workshop-scottsdale-az-tickets-1889614189909
"Big Texas Live in Phoenix, AZ May 10th","Big Texas Live in Phoenix, AZ May 10th Big Texas Live in Phoenix, AZ May 10th",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1176666652%2F245586790431%2F1%2Foriginal.20260204-134858?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.516&fp-y=0.678&s=fbfb0172455ec997d11d5b203310ae8a,05/10/2026,07:00 PM,05/10/2026,11:00 PM,Nile Theater,105 West Main Street,Mesa,AZ,85210,https://www.eventbrite.com/e/big-texas-live-in-phoenix-az-may-10th-tickets-1983739668750
"SLIT!! Live in Phoenix, AZ May 10th","SLIT!! Live in Phoenix, AZ May 10th SLIT!! Live in Phoenix, AZ May 10th",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1176666652%2F245586790431%2F1%2Foriginal.20260204-134858?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.516&fp-y=0.678&s=fbfb0172455ec997d11d5b203310ae8a,05/10/2026,07:00 PM,05/10/2026,11:00 PM,Nile Theater,105 West Main Street,Mesa,AZ,85210,https://www.eventbrite.com/e/slit-live-in-phoenix-az-may-10th-tickets-1983651028625
"Clee Dawgin Live in Phoenix, AZ May 10th","Clee Dawgin Live in Phoenix, AZ May 10th Clee Dawgin Live in Phoenix, AZ May 10th",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1176666652%2F245586790431%2F1%2Foriginal.20260204-134858?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.516&fp-y=0.678&s=fbfb0172455ec997d11d5b203310ae8a,05/10/2026,07:00 PM,05/10/2026,11:00 PM,Nile Theater,105 West Main Street,Mesa,AZ,85210,https://www.eventbrite.com/e/clee-dawgin-live-in-phoenix-az-may-10th-tickets-1983356329171
Phoenix Speed Dating for Singles Age 25-45 ♥ Phoenix Arizona at Provision,"Meet up to 12 potential matches. Join the thousands of people that have found LOVE at our events. Will you be our next success story? The World's Oldest, Largest, & Best Speed Dating Company, Since 2001! Are you ready to make something happen? Try the modern, civilized way to meet someone wonderful. Singles across the country know the best way to meet - our IRL speed dating events. Simple, easy, effective. Don't waste time swiping left and right hoping for love to find you, the person you're looking for may be at our event. Get a ticket and find out! We introduce you to at least 5 and up to 12 potential matches, all local, quality people. You'll talk to each one during 6-minute ""pre-dates"" - just enough time to find out if you want to talk more and see if there's a spark. Tell us which person gave you those excited butterflies in your stomach, and we do the rest! You'll love the exciting energy and friendly vibe. Trust the experts at Pre-Dating to host a wonderful evening full of excitement and brewing romance -- a fun night out in a safe environment. You'll love this very efficient and fast way to date. No pressure, no games, just a great time. We've Hosted +38,000 speed dating events! Join the thousands of people that have found their person at our events. Will you be our next success story?",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1178909419%2F1790696752063%2F1%2Foriginal.20260303-153755?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=68f2b77a7e03606595a2d9f6dd64ce8e,05/15/2026,06:30 PM,05/15/2026,08:30 PM,PROVISION,711 E Missouri Ave,Ste 115 Phoenix,AZ,85014,https://www.eventbrite.com/e/phoenix-speed-dating-for-singles-age-25-45-phoenix-arizona-at-provision-tickets-1984387773248
First Friday Vendor Market at Tap That Downtown,"A Neighborhood Celebration with Art, Street Vendors, Live Music, Entertainment, Amazing Food, Great Craft Beer, Wine & Much More! Welcome to Tap That Downtown is a Bar and Resturant Located in the Heart of Roosevelt Row. Tap That was born from the love of beer. We have a thirty-five, self-serve tap concept that gives you the ability to enjoy a constant rotation of craft beers, a variety of wine, champagne, and a menu made with the freshest ingredients. Join our vibrant marketplace, open to innovative small businesses of all levels and crafts. We're excited to welcome boutiques and resellers who showcase their products with flair and creativity. Our marketplace maintains high standards, and we reserve the right to remove vendors who don't accurately represent their products' origins. Set up Time is 4:00 PM-4:45 PM Vendors must be ready to sell by 5:00 PM. You may begin packing up no earlier than 9:45 pm and must be off the property by 11:00 pm.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1172672092%2F620825780463%2F1%2Foriginal.20251210-100114?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.92&fp-y=0.483&s=0b27c4e1e7ad5bffd2a0e130b53ab899,Multiple dates,,,,Tap That Downtown,909 North 5th Street,Phoenix,AZ,85004,https://www.eventbrite.com/e/first-friday-vendor-market-at-tap-that-downtown-tickets-1755552126669
"Aviation Safety & Compliance Mastery – 1 Day Session in Phoenix, AZ","Strengthen aviation safety practices and regulatory compliance to reduce risks, improve operations, and ensure industry standards. Save This workshop provides a practical understanding of aviation safety principles and regulatory compliance requirements. • Understand core aviation safety principles • Aviation operations staff This course focuses on Know a team or professional who could benefit from our workshops? Refer them and earn attractive royalties for every successful registration",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1171902092%2F2740397811611%2F1%2Foriginal.20251128-041956?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=2e421a2e4f10692d7cc6fc4a18c1ac83,Multiple dates,,,,24th At Camelback,2375 East Camelback Road Suite 600,Ph No +1 469 666 9332 Phoenix,AZ,85016,https://www.eventbrite.sg/e/aviation-safety-compliance-mastery-1-day-session-in-phoenix-az-tickets-1979964644551
"Learning Agility & Adaptability Skills – 1 Day Workshop in Phoenix, AZ","Build the mindset and skills to learn, unlearn, and relearn quickly while staying adaptable and future-ready in a rapidly changing world. Save In today’s fast-changing world, the ability to learn faster than change itself is the key to professional success. This one-day workshop empowers participants to develop By the end of this workshop, you will be able to: • All professionals in dynamic or fast-evolving industries This course offers practical tools to help you thrive amid disruption. You’ll learn how to continuously evolve, think flexibly, and respond effectively to change—all crucial for long-term career growth. Through engaging simulations, real-world case studies, and reflection exercises, participants walk away with actionable habits to stay adaptable, curious, and ahead of the curve in any role or industry. Know a team or professional who could benefit from our workshops? Refer them and earn attractive royalties for every successful registration",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1171902092%2F2740397811611%2F1%2Foriginal.20251128-041956?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=2e421a2e4f10692d7cc6fc4a18c1ac83,Multiple dates,,,,24th At Camelback,2375 East Camelback Road Suite 600,Ph No +1 469 666 9332 Phoenix,AZ,85016,https://www.eventbrite.sg/e/learning-agility-adaptability-skills-1-day-workshop-in-phoenix-az-tickets-1980849046822
"Public Speaking Starter Skills: 1 Day Training in Phoenix, AZ","Overcome stage fear and speak with confidence! Master voice, body language, and structure in just one day. Save By the end of this course, you will: This course is ideal for Choosing this course ensures that you gain Know a team or professional who could benefit from our workshops? Refer them and earn attractive royalties for every successful registration We provide",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1171902092%2F2740397811611%2F1%2Foriginal.20251128-041956?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=2e421a2e4f10692d7cc6fc4a18c1ac83,Multiple dates,,,,24th At Camelback,2375 East Camelback Road Suite 600,Ph No +1 469 666 9332 Phoenix,AZ,85016,https://www.eventbrite.sg/e/public-speaking-starter-skills-1-day-training-in-phoenix-az-tickets-1978866203083
Dinner And A Game Show: Mother's Day Special!,"Pamper Mom with a 3-course meal & play a hilariously fun quiz show. Score well & come on stage to compete for glory! Door prizes for all! This interactive dinner theatre experience features a comedic quiz show that you play along with from you seat! The top scorers are invited on stage (should they choose to accept) to play a TV game show-style round on stage, complete with podiums and buzzers... and prizes! Enjoy a three-course meal which includes your choice of three entrees and non-alcoholic drinks. Beer, wine, and cocktails available separately. All your favorite TV game show games are here, including crossword-style word games, trivia, picture puzzles, and survey games! All with a lighthearted comedic presentation, including humorously fake ""sponsors."" Everyone walks away with a door prize. It's a super fun, interactve, and entertaining dinner theatre like no other in Arizona!",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1177525475%2F2983232283740%2F1%2Foriginal.20260214-100224?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.477&s=26e7343c5806a4fd28cbc73b1167a27e,05/10/2026,06:00 PM,05/10/2026,08:00 PM,Social Hall Restaurant + Event Venue,715 South McClintock Drive,Tempe,AZ,85288,https://www.eventbrite.com/e/dinner-and-a-game-show-mothers-day-special-tickets-1983156081224
"Build a Business That Runs Without You – 1 Day Course in Phoenix, AZ","Create systems, delegate effectively, automate workflows, and scale your business so it runs smoothly without your constant involvement. Save This intensive 1 Day training teaches you how to grow and systemize your business so it runs smoothly even without your daily involvement. You will learn how to By the end of this course, This course is designed by a business systemization specialist with hands-on experience helping entrepreneurs build scalable, self-running businesses. You gain proven frameworks, templates, examples, and step-by-step tools to transform your operations into streamlined, automated, and delegation-friendly systems. Know a team or professional who could benefit from our workshops? Refer them and earn attractive royalties for every successful registration",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1180648046%2F2740397811611%2F1%2Foriginal.20260325-113526?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=5a570e0be4ffff1c0782fe05442f5647,Multiple dates,,,,24th At Camelback,2375 East Camelback Road Suite 600,Ph No +1 469 666 9332 Phoenix,AZ,85016,https://www.eventbrite.sg/e/build-a-business-that-runs-without-you-1-day-course-in-phoenix-az-tickets-1977468202626
"PMP Certification Weekend Classroom Training in Peoria, AZ","Get PMP Certificate on your first attempt! Join our 4-day Official PMI® Authorized PMP Bootcamp. Get 35 PDU's and expert, in-person coaching Take the next step toward becoming a Our This PMP classroom training is perfect for: We also provide training for 📞",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1157781643%2F2958041386231%2F1%2Foriginal.20251020-195047?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=b8617c618c95520574bead7ffe400636,Multiple dates,,,,1904 W Parkside Ln,1904 West Parkside Lane,Phoenix,AZ,85027,https://www.eventbrite.com/e/pmp-certification-weekend-classroom-training-in-peoria-az-tickets-1867142075209
Friday Farm Flow Yoga with Debbie Popiel,"We are proud to partner with Debbie Popiel for Friday Farm Flow Yoga at Hunkapi Farms! Join us for new and exciting classes. Welcome to No experience needed, just bring your mat and an open heart. This event is all about relaxation, mindfulness, and positive vibes. Don't miss this unique opportunity to practice yoga in a serene outdoor setting. Mark your calendars and get ready to unwind and recharge on this special night. See you there! We require a 12 person minimum for our Yoga events, if we do not hit that your credit will be added to any other Yoga event we have which is once a month!!",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1172558749%2F193242175181%2F1%2Foriginal.20251208-212123?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.488&fp-y=0.148&s=477ce199b25e9adb93e8649ba377fa55,Multiple dates,,,,Hunkapi Farms,12051 North 96th Street,Scottsdale,AZ,85260,https://www.eventbrite.com/e/friday-farm-flow-yoga-with-debbie-popiel-tickets-1977315220051
"Insurance Basic for New Joiners: 1 Day Training in Phoenix, AZ","Comprehensive introduction to insurance fundamentals, guiding newcomers through products, processes and customer-facing duties 1. Groups of three or more receive a 10% discount 2. Organizations hosting an in-house session with 10+ participants enjoy a 15% discount. This one-day program provides new joiners with a strong foundation in insurance fundamentals, including key products, terminology, processes, and customer service essentials. The session simplifies complex insurance concepts through clear explanations and real-world examples, helping newcomers understand how insurance works and what their roles require. By the end of the day, you gain confidence in navigating insurance workflows, supporting customers, and communicating policies with ease. By the end of the course, you will: Insurance newcomers who need a clear understanding of insurance basics, products, processes, terminology, customer service, and workflow essentials. This course is ideal for new joiners who want to build a strong foundation before taking on insurance responsibilities. It simplifies complex industry terms and processes into clear, easy-to-understand explanations. You learn how policies are issued, how claims are handled, and how to communicate effectively with customers. The program boosts your confidence and helps you start your role with clarity and readiness. With practical examples, hands-on activities, and guided support, you gain a solid understanding of how the insurance world works. Know a team or professional who could benefit from our workshops? Refer them and earn attractive royalties for every successful registration We offer customised in-house training tailored to your product offerings, processes, and workflow requirements. Whether you need deeper product knowledge, enhanced customer service skills, or more focus on claims and compliance, we adapt the curriculum to your organisational needs. In-house training ensures consistency, relevance, and smoother onboarding for your teams.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1177153657%2F2740397811611%2F1%2Foriginal.20260210-103948?w=600&auto=format%2Ccompress&q=75&sharp=10&s=85033e34cec6ed948284b769a3db2d05,Multiple dates,,,,Regus - Phoenix - 24th and Camelback,2375 East Camelback Road##600,Ph No +1 469 666 9332 Phoenix,AZ,85016,https://www.eventbrite.sg/e/insurance-basic-for-new-joiners-1-day-training-in-phoenix-az-tickets-1976694721122
"Amazon Ads & Growth Marketing: 1 Day Session | Phoenix, AZ","Boost Amazon sales with expert-approved advertising tactics. A hands-on course perfect for e-commerce brands and digital strategists. Save This By the end of this course, you will: As Amazon continues to dominate online commerce, mastering its advertising ecosystem is key to winning in today’s digital marketplace. This course equips you with effective, data-backed approaches to managing ads and optimizing product pages, positioning you ahead of competitors. With a blend of strategic foundations and hands-on learning, you’ll walk away ready to execute campaigns that maximize product visibility and profitability—with tools suited for both new and seasoned Amazon sellers. Know a team or professional who could benefit from our workshops? Refer them and earn attractive royalties for every successful registration We offer",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1171902092%2F2740397811611%2F1%2Foriginal.20251128-041956?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=2e421a2e4f10692d7cc6fc4a18c1ac83,Multiple dates,,,,24th At Camelback,2375 East Camelback Road Suite 600,Ph No +1 469 666 9332 Phoenix,AZ,85016,https://www.eventbrite.sg/e/amazon-ads-growth-marketing-1-day-session-phoenix-az-tickets-1981086087818
"CMAP Mobile App Testing: 2 Days Workshop in Phoenix, AZ","An introduction to Mobile App Testing covering devices, architectures, test types, challenges, tools, automation, performance, and security. Save Duration: 2 Days (9:00 AM – 5:00 PM) Within a short period of time, apps and mobile technologies have become an important This course is aimed at professionals in the area of software quality and software Mobile technologies are fast-changing and have a huge impact on how we develop, how we test, and what we test. This two-day workshop provides an introduction to the world of Mobile App Testing and helps IT professionals stay up to date with mobile technology and its impact on testing, performance, and security, while gaining a broader understanding of the mobile market. Know a team or professional who could benefit from our workshops? Refer them and earn attractive royalties for every successful registration This course can be delivered in Classroom or Virtual mode, making it suitable for team-based learning and shared understanding of mobile application testing practices.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1171902092%2F2740397811611%2F1%2Foriginal.20251128-041956?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=2e421a2e4f10692d7cc6fc4a18c1ac83,Multiple dates,,,,24th At Camelback,2375 East Camelback Road,Ph No +1 469 666 9332 Phoenix,AZ,85016,https://www.eventbrite.sg/e/cmap-mobile-app-testing-2-days-workshop-in-phoenix-az-tickets-1983757128974
"Social Media at Work 1 Day Workshop |Scottsdale, AZ","Get ready to level up your social media game in this interactive workshop - tips, tricks, and strategies to boost your online presence! Social media is now inseparable from the modern workplace. While platforms such as LinkedIn, X (Twitter), Facebook, Instagram, and TikTok create powerful opportunities for networking, learning, and brand visibility, they also introduce significant professional, legal, and reputational risks when used carelessly. This Participants will explore how social media impacts professional credibility, organisational reputation, information security, and freedom of speech at work. Through case studies, discussions, videos, and guided activities, learners will gain the confidence to make informed decisions about what to post, share, comment on, or avoid altogether. This training is particularly valuable for organisations seeking to strengthen social media governance, reduce reputational risk, and encourage positive, professional online behaviour among their workforce. Employees at all levels Understand professional responsibilities when using social media By the end of this Social Media at Work training, participants will be able to: Define social media and explain its role in the modern workplace 🎓 All participants will receive a Want this course delivered at your workplace or for your team? We offer customized onsite and virtual sessions for companies.📩 Email us at",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1175521437%2F2758570858651%2F1%2Foriginal.20260122-040342?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=507740ecf66922911bc6abbdfdf394cb,Multiple dates,,,,For venue details reach us at info@learnerring.com,PH: +1 505 369 2908,Scottsdale,AZ,85260,https://www.eventbrite.com/e/social-media-at-work-1-day-workshop-scottsdale-az-tickets-1981510758018
MOOD: First Fridays at Chic Artistry Studio,"Art, music, food & vibes collide every First Friday at Chic Artistry Studio. Doors open 7:30PM! #FirstFridayPhoenix Step into the art of community every First Friday at Chic Artistry Studio. Enjoy an evening of music, food, art, and live performances curated for the culture. From interactive games and trivia to open mics, karaoke, and networking mixers — this is where creativity meets connection in Downtown Phoenix. 📍 222 E. McDowell Rd (1st Floor), Phoenix, AZ December: Showcase January: Open Mic February: Karaoke March: Music Showcase April: Open Mic May: Karaoke",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1172742937%2F121926249893%2F1%2Foriginal.20251211-035044?w=600&auto=format%2Ccompress&q=75&sharp=10&s=fe8e333dca392a34cc19f5879138fff6,Multiple dates,,,,222 E McDowell Rd,222 East McDowell Road,Phoenix,AZ,85004,https://www.eventbrite.com/e/mood-first-fridays-at-chic-artistry-studio-tickets-1970803238539
"Igniting Visionary Leadership: 1 Day Training in Phoenix, AZ","Become a visionary leader: enhance strategy, inspire teams, and make decisions that shape your organization’s future. Save Duration: 1 Full Day (8 Hours) The By the end of this course, This course is ideal for This course provides practical strategies to become a Know a team or professional who could benefit from our workshops? Refer them and earn attractive royalties for every successful registration We provide",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1171902092%2F2740397811611%2F1%2Foriginal.20251128-041956?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=2e421a2e4f10692d7cc6fc4a18c1ac83,Multiple dates,,,,24th At Camelback,2375 East Camelback Road Suite 600,Ph No +1 469 666 9332 Phoenix,AZ,85016,https://www.eventbrite.sg/e/igniting-visionary-leadership-1-day-training-in-phoenix-az-tickets-1978815041056
Matcha + Meetup: Mesa,"Join us for coffee at different cafes each gathering. Build your community in your city with a fun day out! Meetup. Matcha. Support local! When was the last time you did something completely spontaneous? Our series groups together complete strangers for a fun day out. That's right, you sign up, and we book the reservation. We know life can get busy. Don't forget to spend time making new friends with the same interests! Build your community with us while supporting locally owned businesses. Each outing is held at a different location. These gatherings are not directly associated with the restaurants, but are simply based on a table reservation. This micro-event is intended to be for After you register, you'll be emailed an introduction message. We'll stay in touch with you leading up to the day of the gathering. *Your registration does not include your individual food and drink purchases. A paid ticket simply makes you more committed to actually showing up. *These outings are intended to help people make * Our vision is simple: we take the no gimmicks approach to networking. No need for yet another app to take up space on your phone - just four walls and a roof and good food for people to connect :) We coordinate with you directly, If you have any more questions, please contact Brought to you by event series (Become a monthly member via",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1171081073%2F2560545315651%2F1%2Foriginal.20251116-155621?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.533&fp-y=0.943&s=64288a62387643f39728a757ed9ab8f4,Multiple dates,,,,Cafe of the Day,West Southern Avenue,Mesa,AZ,85210,https://www.eventbrite.com/e/matcha-meetup-mesa-tickets-1974526027501
"Essential Finance for Non-Finance Teams: 1 Day Workshop in Phoenix, AZ","Hands-on finance training designed for leaders without a finance background, simplifying profit, cash flow & decision-making. Save · · · · · · Finance is the language of business, and understanding it is crucial for effective decision-making. This 1-Day workshop is designed for managers and professionals with no formal finance background who need to interpret financial data, understand business performance, and contribute confidently to organizational strategy. The course simplifies complex financial concepts into practical knowledge you can immediately apply in your role. By the end of this workshop, you will be able to: • Non-finance managers across industries (healthcare, banking, tech, energy, retail, etc.) Our workshop simplifies complex financial concepts into practical, easy-to-understand knowledge tailored for non-finance professionals. With real-world case studies from key industries, hands-on exercises, and expert trainers, you’ll gain the confidence to interpret financial data, manage budgets, and make informed decisions that impact business performance. The interactive learning style, professional certification, and immediate applicability ensure lasting value for both your career and your organization. Know a team or professional who could benefit from our workshops? Refer them and earn attractive royalties for every successful registration",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1179471909%2F2740397811611%2F1%2Foriginal.20260310-113105?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=3d0f3ee753ccfd9a52bfc34668485dae,Multiple dates,,,,24th At Camelback,2375 East Camelback Road Suite 600,Ph No +1 469 666 9332 Phoenix,AZ,85016,https://www.eventbrite.sg/e/essential-finance-for-non-finance-teams-1-day-workshop-in-phoenix-az-tickets-1978214969225
International Runway Show & Pop Up Shop by Fashion SB Global,Join us for fashion's top open to the public event for independent brands featuring our award winning runway show & pop up market Step into the world of fashion like never before with With events in Tickets are limited and go quickly—don’t miss your chance to be part of a global fashion experience open to the public.,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1179172888%2F555841001127%2F1%2Foriginal.20260306-022840?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=65aa563c1a45bc049d072c75fb899ce8,05/16/2026,07:30 PM,05/16/2026,09:00 PM,2625 W Baseline Rd,2625 West Baseline Road,Tempe,AZ,85283,https://www.eventbrite.com/e/international-runway-show-pop-up-shop-by-fashion-sb-global-tickets-1971490613496
"Communication Strategies 1-Day Workshop |Phoenix, AZ","Get ready to level up your communication game in this interactive workshop full of tips and tricks to enhance your skills! Effective communication is the cornerstone of success in any workplace. Whether you are leading a meeting, presenting an idea, managing a team, or interacting with clients — your ability to communicate clearly and confidently can make all the difference. The Through practical activities, real-world examples, and proven communication models, participants will learn how to This workshop is ideal for managers, team leaders, HR professionals, educators, and anyone looking to improve their interpersonal and workplace communication skills. By the end of this workshop, participants will be able to: ☕ 🍴 ☕ This program is ideal for: 🎓 All participants will receive a Want this course delivered at your workplace or for your team? We offer customized onsite and virtual sessions for companies.📩 Email us at",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1170283495%2F2758570858651%2F1%2Foriginal.20251106-053500?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=4faf1565a6cb0f1cfc0f0a439570cbca,Multiple dates,,,,For venue details reach us at info@learnerring.com,PH: +1 505 369 2908,Phoenix,AZ,85027,https://www.eventbrite.com/e/communication-strategies-1-day-workshop-phoenix-az-tickets-1963904923493
"Communication Strategies 1-Day Workshop |Glendale, AZ","Get ready to level up your communication game in this interactive workshop full of tips and tricks to enhance your skills! Effective communication is the cornerstone of success in any workplace. Whether you are leading a meeting, presenting an idea, managing a team, or interacting with clients — your ability to communicate clearly and confidently can make all the difference. The Through practical activities, real-world examples, and proven communication models, participants will learn how to This workshop is ideal for managers, team leaders, HR professionals, educators, and anyone looking to improve their interpersonal and workplace communication skills. By the end of this workshop, participants will be able to: ☕ 🍴 ☕ This program is ideal for: 🎓 All participants will receive a Want this course delivered at your workplace or for your team? We offer customized onsite and virtual sessions for companies.📩 Email us at",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1170283495%2F2758570858651%2F1%2Foriginal.20251106-053500?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=4faf1565a6cb0f1cfc0f0a439570cbca,Multiple dates,,,,For venue details reach us at info@learnerring.com,PH: +1 505 369 2908,Glendale,AZ,85304,https://www.eventbrite.com/e/communication-strategies-1-day-workshop-glendale-az-tickets-1964666434192
"Communication Strategies 1-Day Workshop |Tempe, AZ","Get ready to level up your communication game in this interactive workshop full of tips and tricks to enhance your skills! Effective communication is the cornerstone of success in any workplace. Whether you are leading a meeting, presenting an idea, managing a team, or interacting with clients — your ability to communicate clearly and confidently can make all the difference. The Through practical activities, real-world examples, and proven communication models, participants will learn how to This workshop is ideal for managers, team leaders, HR professionals, educators, and anyone looking to improve their interpersonal and workplace communication skills. By the end of this workshop, participants will be able to: ☕ 🍴 ☕ This program is ideal for: 🎓 All participants will receive a Want this course delivered at your workplace or for your team? We offer customized onsite and virtual sessions for companies.📩 Email us at",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1170283495%2F2758570858651%2F1%2Foriginal.20251106-053500?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=4faf1565a6cb0f1cfc0f0a439570cbca,Multiple dates,,,,For venue details reach us at info@learnerring.com,PH: +1 505 369 2908,Tempe,AZ,85282,https://www.eventbrite.com/e/communication-strategies-1-day-workshop-tempe-az-tickets-1964007678837
